Sensor, CurrentTimeMs, SensorTimestampNano, X, Y, Z
android.sensor.accelerometer,1524162778323,1783216864571353,-0.2681506,8.111555,5.4204726
android.sensor.accelerometer,1524162778343,1783216884594791,-0.2681506,8.236053,5.449203
android.sensor.accelerometer,1524162778363,1783216904583853,-0.038307227,8.264784,5.257667
android.sensor.accelerometer,1524162778383,1783216924576041,-0.20111294,8.207323,5.0374002
android.sensor.accelerometer,1524162778403,1783216944597916,-0.641646,8.159439,5.2289367
android.sensor.accelerometer,1524162778423,1783216964590103,-0.641646,8.1402855,5.506664
android.sensor.accelerometer,1524162778443,1783216984580728,-0.24899697,8.149862,5.4779334
android.sensor.accelerometer,1524162778463,1783217004571353,0.0,8.149862,5.1906295
android.sensor.accelerometer,1524162778483,1783217024593228,-0.076614454,8.169016,5.104438
android.sensor.accelerometer,1524162778503,1783217044583853,-0.4405331,8.283937,5.0182467
android.sensor.accelerometer,1524162778523,1783217064574478,-0.48841715,8.312668,5.133168
android.sensor.accelerometer,1524162778543,1783217084596353,-0.37349546,8.0924015,5.3342814
android.sensor.accelerometer,1524162778563,1783217104588541,0.0,8.0924015,5.257667
android.sensor.accelerometer,1524162778583,1783217124579166,0.06703765,8.149862,5.133168
android.sensor.accelerometer,1524162778603,1783217144601041,-0.21068975,8.1402855,4.8937483
android.sensor.accelerometer,1524162778623,1783217164593228,-0.2681506,8.082825,5.0278234
android.sensor.accelerometer,1524162778644,1783217184582291,0.8714894,8.264784,5.4683566
android.sensor.accelerometer,1524162778664,1783217204574478,2.6719291,9.11712,4.865018
android.sensor.accelerometer,1524162778684,1783217224596353,3.2082303,10.055647,4.855441
android.sensor.accelerometer,1524162778704,1783217244588541,5.046977,11.492168,5.889736
android.sensor.accelerometer,1524162778724,1783217264577603,9.615114,12.957419,8.437167
android.sensor.accelerometer,1524162778744,1783217284601041,9.595961,13.828909,9.232041
android.sensor.accelerometer,1524162778763,1783217304590103,5.6120086,14.595054,9.222465
android.sensor.accelerometer,1524162778784,1783217324580728,2.0494366,14.958972,10.802638
android.sensor.accelerometer,1524162778803,1783217344572916,2.3080103,14.729129,13.148955
android.sensor.accelerometer,1524162778823,1783217364596353,0.8331822,13.311762,12.143391
android.sensor.accelerometer,1524162778843,1783217384585416,-1.8483237,11.951855,10.237606
android.sensor.accelerometer,1524162778863,1783217404577603,-4.2999864,9.375694,11.999739
android.sensor.accelerometer,1524162778883,1783217424599478,-7.28795,6.1866174,16.25184
android.sensor.accelerometer,1524162778903,1783217444590103,-9.56723,3.3135753,17.075447
android.sensor.accelerometer,1524162778923,1783217464580728,-10.668563,0.79487497,14.987702
android.sensor.accelerometer,1524162778943,1783217484571353,-11.568783,-1.4173675,14.480132
android.sensor.accelerometer,1524162778963,1783217504594791,-11.769896,-5.0182467,13.723564
android.sensor.accelerometer,1524162778983,1783217524583853,-13.340492,-7.2783732,13.953407
android.sensor.accelerometer,1524162779003,1783217544576041,-14.882358,-8.159439,14.537593
android.sensor.accelerometer,1524162779023,1783217564597916,-10.869676,-9.337387,14.116213
android.sensor.accelerometer,1524162779043,1783217584590103,-4.2042184,-10.218452,11.080365
android.sensor.accelerometer,1524162779063,1783217604579166,-0.33518824,-10.601525,8.054094
android.sensor.accelerometer,1524162779083,1783217624571353,1.292869,-10.888829,5.0278234
android.sensor.accelerometer,1524162779103,1783217644593228,1.6567876,-10.620679,1.5993267
android.sensor.accelerometer,1524162779123,1783217664583853,0.8619126,-9.528923,-2.1260512
android.sensor.accelerometer,1524162779143,1783217684574478,1.5514427,-8.178593,-4.3957543
android.sensor.accelerometer,1524162779163,1783217704597916,4.4915223,-7.2304893,-7.8146744
android.sensor.accelerometer,1524162779183,1783217724588541,8.743625,-5.2959743,-16.577452
android.sensor.accelerometer,1524162779203,1783217744579166,10.036493,-2.183512,-24.315512
android.sensor.accelerometer,1524162779223,1783217764569791,10.6877165,0.39264908,-26.336218
android.sensor.accelerometer,1524162779243,1783217784591666,12.77546,2.1452048,-25.847801
android.sensor.accelerometer,1524162779263,1783217804583853,15.131354,3.6008794,-25.28277
android.sensor.accelerometer,1524162779283,1783217824574478,17.506403,3.9073372,-28.347347
android.sensor.accelerometer,1524162779303,1783217844596353,15.9262295,3.6966474,-29.046455
android.sensor.accelerometer,1524162779323,1783217864588541,11.84651,2.8060043,-27.073633
android.sensor.accelerometer,1524162779343,1783217884577603,10.821792,1.7525556,-19.814413
android.sensor.accelerometer,1524162779363,1783217904599478,11.990162,0.4309563,-12.679692
android.sensor.accelerometer,1524162779383,1783217924591666,11.195287,0.2777274,-9.720459
android.sensor.accelerometer,1524162779403,1783217944582291,8.8777,-0.34476504,-7.4986396
android.sensor.accelerometer,1524162779423,1783217964572916,5.841852,-2.633622,-1.7238252
android.sensor.accelerometer,1524162779443,1783217984594791,6.0525417,-5.2002063,4.1659107
android.sensor.accelerometer,1524162779463,1783218004586978,5.6407394,-5.5737014,9.9790325
android.sensor.accelerometer,1524162779483,1783218024577603,5.353435,-4.596867,13.733141
android.sensor.accelerometer,1524162779503,1783218044599478,2.432509,-3.7253778,13.9438305
android.sensor.accelerometer,1524162779523,1783218064590103,0.22026655,-4.4436383,11.84651
android.sensor.accelerometer,1524162779543,1783218084580728,2.815581,-7.0485296,12.105083
android.sensor.accelerometer,1524162779563,1783218104572916,4.807557,-9.270349,21.796812
android.sensor.accelerometer,1524162779583,1783218124593228,1.5035586,-7.8625584,30.703243
android.sensor.accelerometer,1524162779603,1783218144585416,-3.0071173,-6.493075,26.642677
android.sensor.accelerometer,1524162779623,1783218164576041,-4.5202527,-5.449203,19.967642
android.sensor.accelerometer,1524162779643,1783218184597916,-2.2218192,-5.8705826,19.354727
android.sensor.accelerometer,1524162779663,1783218204590103,1.4077905,-7.144298,25.368961
android.sensor.accelerometer,1524162779683,1783218224580728,3.41892,-7.144298,29.161377
android.sensor.accelerometer,1524162779703,1783218244571353,4.4819455,-6.3206925,27.131094
android.sensor.accelerometer,1524162779723,1783218264593228,7.6710224,-6.579266,26.384102
android.sensor.accelerometer,1524162779743,1783218284583853,11.224017,-7.7572136,24.612394
android.sensor.accelerometer,1524162779763,1783218304576041,14.211981,-7.929596,21.040245
android.sensor.accelerometer,1524162779783,1783218324597916,18.483236,-7.8146744,19.086576
android.sensor.accelerometer,1524162779803,1783218344588541,24.238897,-7.3645644,16.749836
android.sensor.accelerometer,1524162779823,1783218364579166,26.173412,-6.1387334,10.218452
android.sensor.accelerometer,1524162779843,1783218384569791,24.966736,-1.4269443,3.3901896
android.sensor.accelerometer,1524162779863,1783218404591666,34.01682,2.3942018,-1.043872
android.sensor.accelerometer,1524162779883,1783218424582291,31.229967,5.7843914,-8.571242
android.sensor.accelerometer,1524162779903,1783218444574478,19.517532,5.0757074,-8.456321
android.sensor.accelerometer,1524162779923,1783218464596353,12.200851,2.6527755,-1.8387469
android.sensor.accelerometer,1524162779943,1783218484586978,8.7053175,0.7757214,6.0142345
android.sensor.accelerometer,1524162779963,1783218504579166,6.349423,0.33518824,6.6079965
android.sensor.accelerometer,1524162779983,1783218524599478,6.895301,0.22984336,5.3821654
android.sensor.accelerometer,1524162780003,1783218544591666,8.178593,0.038307227,6.445191
android.sensor.accelerometer,1524162780023,1783218564582291,7.0581064,0.35434186,8.379706
android.sensor.accelerometer,1524162780043,1783218584572916,6.0716953,0.10534488,9.720459
android.sensor.accelerometer,1524162780063,1783218604594791,5.094861,0.24899697,9.414001
android.sensor.accelerometer,1524162780083,1783218624586978,3.7924154,1.7142484,9.385271
android.sensor.accelerometer,1524162780103,1783218644577603,3.2944214,1.6280571,9.203311
android.sensor.accelerometer,1524162780123,1783218664599478,1.6759412,2.030283,7.374141
android.sensor.accelerometer,1524162780143,1783218684591666,-0.32561144,3.1411927,12.660539
android.sensor.accelerometer,1524162780163,1783218704582291,0.25857377,1.3599066,11.626244
android.sensor.accelerometer,1524162780183,1783218724571353,-0.9864111,2.6240451,8.389283
android.sensor.accelerometer,1524162780203,1783218744594791,-0.45010993,2.2984335,8.379706
android.sensor.accelerometer,1524162780223,1783218764585416,-1.8866309,1.9440918,9.433155
android.sensor.accelerometer,1524162780243,1783218784577603,-2.3750482,2.0207062,10.208876
android.sensor.accelerometer,1524162780263,1783218804597916,-0.9576807,2.0494366,10.170568
android.sensor.accelerometer,1524162780283,1783218824590103,0.02873042,2.2888567,9.011775
android.sensor.accelerometer,1524162780303,1783218844580728,-0.49799395,2.7102363,7.201759
android.sensor.accelerometer,1524162780323,1783218864571353,-1.8195933,3.2944214,6.205771
android.sensor.accelerometer,1524162780343,1783218884593228,-2.4612393,3.2848446,6.5601125
android.sensor.accelerometer,1524162780363,1783218904583853,-2.873042,3.122039,7.393295
android.sensor.accelerometer,1524162780383,1783218924576041,-1.7812861,3.1507695,7.632715
android.sensor.accelerometer,1524162780403,1783218944597916,-0.4309563,3.3901896,7.4507556
android.sensor.accelerometer,1524162780423,1783218964588541,0.08619126,3.8881836,8.408437
android.sensor.accelerometer,1524162780443,1783218984579166,-0.23942018,4.2042184,7.7572136
android.sensor.accelerometer,1524162780463,1783219004571353,-0.50757074,4.0701427,6.694188
