Sensor, CurrentTimeMs, SensorTimestampNano, X, Y, Z
android.sensor.accelerometer,1524711527613,878888762499,0.18195933,4.8937483,8.714894
android.sensor.accelerometer,1524711527632,878908751561,0.21068975,4.903325,8.686164
android.sensor.accelerometer,1524711527652,878928743749,0.1436521,4.8937483,8.561666
android.sensor.accelerometer,1524711527672,878948765624,0.095768064,4.855441,8.590396
android.sensor.accelerometer,1524711527692,878968756249,0.08619126,4.8267107,8.676587
android.sensor.accelerometer,1524711527712,878988748436,0.15322891,4.855441,8.504205
android.sensor.accelerometer,1524711527732,879008770311,0.16280572,4.865018,8.293514
android.sensor.accelerometer,1524711527752,879028760936,0.1436521,4.8458643,8.39886
android.sensor.accelerometer,1524711527772,879048751561,0.19153613,4.817134,8.456321
android.sensor.accelerometer,1524711527792,879068773436,0.08619126,4.8267107,8.561666
android.sensor.accelerometer,1524711527812,879088764061,0.02873042,4.807557,8.552089
android.sensor.accelerometer,1524711527832,879108756249,0.095768064,4.817134,8.532935
android.sensor.accelerometer,1524711527852,879128746874,0.20111294,4.817134,8.389283
android.sensor.accelerometer,1524711527872,879148768749,0.23942018,4.855441,8.39886
android.sensor.accelerometer,1524711527892,879168759374,0.35434186,4.865018,8.446744
android.sensor.accelerometer,1524711527912,879188749999,0.38307226,4.865018,8.571242
android.sensor.accelerometer,1524711527932,879208773436,0.40222588,4.865018,8.571242
android.sensor.accelerometer,1524711527951,879228764061,0.2873042,4.999093,8.552089
android.sensor.accelerometer,1524711527972,879248754686,0.6607997,4.912902,8.801085
android.sensor.accelerometer,1524711527992,879268745311,1.436521,4.7979803,9.174581
android.sensor.accelerometer,1524711528012,879288767186,1.8195933,4.6830587,9.097966
android.sensor.accelerometer,1524711528032,879308757811,2.2505496,4.596867,9.184157
android.sensor.accelerometer,1524711528052,879328749999,3.0454245,4.367024,9.155427
android.sensor.accelerometer,1524711528072,879348771874,4.4244847,4.1276035,8.944737
android.sensor.accelerometer,1524711528092,879368762499,5.947197,4.0414124,8.925584
android.sensor.accelerometer,1524711528112,879388753124,6.129156,3.6583402,9.299079
android.sensor.accelerometer,1524711528132,879408745311,6.933608,4.2904096,7.5082164
android.sensor.accelerometer,1524711528151,879428767186,6.895301,3.8019924,7.3166804
android.sensor.accelerometer,1524711528171,879448757811,6.8091097,3.715801,7.2113357
android.sensor.accelerometer,1524711528191,879468748436,6.540959,3.7924154,6.1866174
android.sensor.accelerometer,1524711528212,879488771874,6.655881,3.9264908,5.650316
android.sensor.accelerometer,1524711528232,879508762499,6.4164605,4.0318356,6.7133417
android.sensor.accelerometer,1524711528251,879528753124,6.2249246,4.146757,6.8186865
android.sensor.accelerometer,1524711528271,879548742186,5.6886234,4.5777135,6.090849
android.sensor.accelerometer,1524711528291,879568765624,5.6790466,4.548983,7.0964136
android.sensor.accelerometer,1524711528312,879588756249,5.793968,4.55856,7.881712
android.sensor.accelerometer,1524711528331,879608748436,5.746084,4.721366,7.642292
android.sensor.accelerometer,1524711528352,879628768749,5.544971,4.951209,7.0102224
android.sensor.accelerometer,1524711528371,879648760936,5.6790466,5.0182467,7.0964136
android.sensor.accelerometer,1524711528391,879668751561,5.9567738,5.1140146,6.205771
android.sensor.accelerometer,1524711528412,879688774999,6.033388,5.056554,6.090849
android.sensor.accelerometer,1524711528432,879708765624,5.7269306,5.3342814,7.0102224
android.sensor.accelerometer,1524711528451,879728756249,5.755661,5.592855,6.9240313
android.sensor.accelerometer,1524711528471,879748745311,5.9184666,5.985504,6.042965
android.sensor.accelerometer,1524711528491,879768768749,5.995081,6.3302693,5.142745
android.sensor.accelerometer,1524711528512,879788760936,6.167464,6.7708025,4.76925
android.sensor.accelerometer,1524711528531,879808749999,6.799533,7.0006456,4.912902
android.sensor.accelerometer,1524711528552,879828773436,7.383718,7.029376,4.5872903
android.sensor.accelerometer,1524711528571,879848764061,7.747637,7.1059904,4.462792
android.sensor.accelerometer,1524711528592,879868753124,7.4507556,7.326257,4.4915223
android.sensor.accelerometer,1524711528612,879888746874,7.2687964,7.9008656,4.012682
android.sensor.accelerometer,1524711528632,879908768749,7.517793,8.264784,2.528277
android.sensor.accelerometer,1524711528652,879928759374,8.379706,8.331821,1.7046716
android.sensor.accelerometer,1524711528671,879948749999,9.14585,8.456321,2.5953147
android.sensor.accelerometer,1524711528691,879968771874,9.279925,8.389283,3.466804
android.sensor.accelerometer,1524711528711,879988762499,9.346964,8.63828,3.0550013
android.sensor.accelerometer,1524711528732,880008753124,9.165004,9.126697,2.4899697
android.sensor.accelerometer,1524711528751,880028745311,8.599973,9.471462,3.169923
android.sensor.accelerometer,1524711528772,880048765624,7.9104424,9.768343,4.5777135
android.sensor.accelerometer,1524711528791,880068757811,8.686164,9.854534,3.8307228
android.sensor.accelerometer,1524711528811,880088748436,7.747637,9.902418,1.043872
android.sensor.accelerometer,1524711528832,880108770311,6.435614,10.371682,-1.5705963
android.sensor.accelerometer,1524711528852,880128762499,5.899313,10.649409,-2.7102363
android.sensor.accelerometer,1524711528871,880148753124,5.947197,10.716447,-1.7717092
android.sensor.accelerometer,1524711528892,880168743749,6.129156,10.419566,-1.6950948
android.sensor.accelerometer,1524711528911,880188767186,5.7269306,10.601525,-2.183512
android.sensor.accelerometer,1524711528931,880208757811,4.8267107,10.400413,-4.2521024
android.sensor.accelerometer,1524711528952,880228746874,5.7269306,9.864111,-5.765238
android.sensor.accelerometer,1524711528972,880248770311,5.363012,9.212888,-4.9799395
android.sensor.accelerometer,1524711528992,880268760936,3.7349546,8.456321,-2.3942018
android.sensor.accelerometer,1524711529011,880288751561,2.767697,6.981492,-0.38307226
android.sensor.accelerometer,1524711529031,880308742186,0.5650316,5.851429,-2.2026656
android.sensor.accelerometer,1524711529052,880328765624,-1.5897499,4.462792,-2.030283
android.sensor.accelerometer,1524711529072,880348756249,-2.566584,2.7102363,-0.41180268
android.sensor.accelerometer,1524711529091,880368746874,-3.2273839,1.0151415,-0.02873042
android.sensor.accelerometer,1524711529111,880388768749,-4.6351743,-0.30645782,-0.21068975
android.sensor.accelerometer,1524711529131,880408760936,-6.895301,-1.3790601,-0.59376204
android.sensor.accelerometer,1524711529151,880428751561,-8.2169,-2.4229321,-1.1013328
android.sensor.accelerometer,1524711529172,880448773436,-8.312668,-3.4763808,-0.6895301
android.sensor.accelerometer,1524711529192,880468764061,-8.686164,-4.4723687,-1.4077905
android.sensor.accelerometer,1524711529212,880488754686,-8.868123,-5.2002063,-2.2601264
android.sensor.accelerometer,1524711529231,880508746874,-9.126697,-6.129156,-3.0358477
android.sensor.accelerometer,1524711529251,880528768749,-9.3661175,-7.3071036,-2.777274
android.sensor.accelerometer,1524711529272,880548759374,-9.950302,-8.312668,-2.3654714
android.sensor.accelerometer,1524711529292,880568749999,-9.471462,-8.820239,-1.4652514
android.sensor.accelerometer,1524711529312,880588771874,-9.270349,-8.762778,-2.1643584
android.sensor.accelerometer,1524711529331,880608764061,-9.720459,-8.379706,-2.27928
android.sensor.accelerometer,1524711529351,880628753124,-9.835381,-8.034941,-0.78529817
android.sensor.accelerometer,1524711529371,880648745311,-8.954314,-7.728483,0.019153614
android.sensor.accelerometer,1524711529392,880668767186,-7.1730285,-7.747637,-0.1340753
android.sensor.accelerometer,1524711529412,880688757811,-5.449203,-8.446744,-1.1779473
android.sensor.accelerometer,1524711529431,880708749999,-4.865018,-9.442732,-1.2641385
android.sensor.accelerometer,1524711529451,880728770311,-4.606444,-10.46745,0.0
android.sensor.accelerometer,1524711529472,880748762499,-4.1946416,-11.597513,1.8770541
android.sensor.accelerometer,1524711529492,880768753124,-4.1371803,-12.373235,2.4420857
android.sensor.accelerometer,1524711529512,880788743749,-4.175488,-12.919112,1.0726024
android.sensor.accelerometer,1524711529531,880808765624,-4.0892963,-14.164097,0.6607997
android.sensor.accelerometer,1524711529551,880828756249,-4.3766007,-15.064317,1.9440918
android.sensor.accelerometer,1524711529571,880848748436,-5.3247046,-15.064317,2.8634653
android.sensor.accelerometer,1524711529592,880868770311,-6.205771,-15.05474,2.8634653
android.sensor.accelerometer,1524711529612,880888760936,-5.9663506,-15.485697,2.72939
android.sensor.accelerometer,1524711529632,880908753124,-6.0142345,-15.227123,2.0590134
android.sensor.accelerometer,1524711529652,880928742186,-5.66947,-14.863204,1.1779473
